Symbol,,,,,
BSX,"""",BSX,"""",",","""BSX"","
BMY,"""",BMY,"""",",","""BMY"","
AVGO,"""",AVGO,"""",",","""AVGO"","
BR,"""",BR,"""",",","""BR"","
BF.B,"""",BF.B,"""",",","""BF.B"","
CHRW,"""",CHRW,"""",",","""CHRW"","
COG,"""",COG,"""",",","""COG"","
CDNS,"""",CDNS,"""",",","""CDNS"","
CZR,"""",CZR,"""",",","""CZR"","
CPB,"""",CPB,"""",",","""CPB"","
COF,"""",COF,"""",",","""COF"","
CAH,"""",CAH,"""",",","""CAH"","
KMX,"""",KMX,"""",",","""KMX"","
CCL,"""",CCL,"""",",","""CCL"","
CARR,"""",CARR,"""",",","""CARR"","
CTLT,"""",CTLT,"""",",","""CTLT"","
CAT,"""",CAT,"""",",","""CAT"","
CBOE,"""",CBOE,"""",",","""CBOE"","
CBRE,"""",CBRE,"""",",","""CBRE"","
CDW,"""",CDW,"""",",","""CDW"","
CE,"""",CE,"""",",","""CE"","
CNC,"""",CNC,"""",",","""CNC"","
CNP,"""",CNP,"""",",","""CNP"","
CERN,"""",CERN,"""",",","""CERN"","
CF,"""",CF,"""",",","""CF"","
CRL,"""",CRL,"""",",","""CRL"","
SCHW,"""",SCHW,"""",",","""SCHW"","
CHTR,"""",CHTR,"""",",","""CHTR"","
CVX,"""",CVX,"""",",","""CVX"","
CMG,"""",CMG,"""",",","""CMG"","
CB,"""",CB,"""",",","""CB"","
CHD,"""",CHD,"""",",","""CHD"","
CI,"""",CI,"""",",","""CI"","
CINF,"""",CINF,"""",",","""CINF"","
CTAS,"""",CTAS,"""",",","""CTAS"","
CSCO,"""",CSCO,"""",",","""CSCO"","
C,"""",C,"""",",","""C"","
CFG,"""",CFG,"""",",","""CFG"","
CTXS,"""",CTXS,"""",",","""CTXS"","
CLX,"""",CLX,"""",",","""CLX"","
CME,"""",CME,"""",",","""CME"","
CMS,"""",CMS,"""",",","""CMS"","
KO,"""",KO,"""",",","""KO"","
CTSH,"""",CTSH,"""",",","""CTSH"","
CL,"""",CL,"""",",","""CL"","
CMCSA,"""",CMCSA,"""",",","""CMCSA"","
CMA,"""",CMA,"""",",","""CMA"","
CAG,"""",CAG,"""",",","""CAG"","
COP,"""",COP,"""",",","""COP"","
ED,"""",ED,"""",",","""ED"","
STZ,"""",STZ,"""",",","""STZ"","
CPRT,"""",CPRT,"""",",","""CPRT"","
GLW,"""",GLW,"""",",","""GLW"","
CTVA,"""",CTVA,"""",",","""CTVA"","
COST,"""",COST,"""",",","""COST"","
CCI,"""",CCI,"""",",","""CCI"","
CSX,"""",CSX,"""",",","""CSX"","
CMI,"""",CMI,"""",",","""CMI"","
CVS,"""",CVS,"""",",","""CVS"","
DHI,"""",DHI,"""",",","""DHI"","
DHR,"""",DHR,"""",",","""DHR"","
DRI,"""",DRI,"""",",","""DRI"","
DVA,"""",DVA,"""",",","""DVA"","
DE,"""",DE,"""",",","""DE"","
DAL,"""",DAL,"""",",","""DAL"","
XRAY,"""",XRAY,"""",",","""XRAY"","
DVN,"""",DVN,"""",",","""DVN"","
DXCM,"""",DXCM,"""",",","""DXCM"","
FANG,"""",FANG,"""",",","""FANG"","
DLR,"""",DLR,"""",",","""DLR"","
DFS,"""",DFS,"""",",","""DFS"","
DISCA,"""",DISCA,"""",",","""DISCA"","
DISCK,"""",DISCK,"""",",","""DISCK"","
DISH,"""",DISH,"""",",","""DISH"","
DG,"""",DG,"""",",","""DG"","
DLTR,"""",DLTR,"""",",","""DLTR"","
D,"""",D,"""",",","""D"","
DPZ,"""",DPZ,"""",",","""DPZ"","
DOV,"""",DOV,"""",",","""DOV"","
DOW,"""",DOW,"""",",","""DOW"","
DTE,"""",DTE,"""",",","""DTE"","
DUK,"""",DUK,"""",",","""DUK"","
DRE,"""",DRE,"""",",","""DRE"","
DD,"""",DD,"""",",","""DD"","
DXC,"""",DXC,"""",",","""DXC"","
EMN,"""",EMN,"""",",","""EMN"","
ETN,"""",ETN,"""",",","""ETN"","
EBAY,"""",EBAY,"""",",","""EBAY"","
ECL,"""",ECL,"""",",","""ECL"","
EIX,"""",EIX,"""",",","""EIX"","
EW,"""",EW,"""",",","""EW"","
EA,"""",EA,"""",",","""EA"","
LLY,"""",LLY,"""",",","""LLY"","
EMR,"""",EMR,"""",",","""EMR"","
ENPH,"""",ENPH,"""",",","""ENPH"","
ETR,"""",ETR,"""",",","""ETR"","
EOG,"""",EOG,"""",",","""EOG"","
EFX,"""",EFX,"""",",","""EFX"","
EQIX,"""",EQIX,"""",",","""EQIX"","
EQR,"""",EQR,"""",",","""EQR"","
ESS,"""",ESS,"""",",","""ESS"","
EL,"""",EL,"""",",","""EL"","
ETSY,"""",ETSY,"""",",","""ETSY"","
RE,"""",RE,"""",",","""RE"","
EVRG,"""",EVRG,"""",",","""EVRG"","
ES,"""",ES,"""",",","""ES"","
EXC,"""",EXC,"""",",","""EXC"","
EXPE,"""",EXPE,"""",",","""EXPE"","
EXPD,"""",EXPD,"""",",","""EXPD"","
EXR,"""",EXR,"""",",","""EXR"","
XOM,"""",XOM,"""",",","""XOM"","
FFIV,"""",FFIV,"""",",","""FFIV"","
FB,"""",FB,"""",",","""FB"","
FAST,"""",FAST,"""",",","""FAST"","
FRT,"""",FRT,"""",",","""FRT"","
FDX,"""",FDX,"""",",","""FDX"","
FIS,"""",FIS,"""",",","""FIS"","
FITB,"""",FITB,"""",",","""FITB"","
FRC,"""",FRC,"""",",","""FRC"","
FE,"""",FE,"""",",","""FE"","
FISV,"""",FISV,"""",",","""FISV"","
FLT,"""",FLT,"""",",","""FLT"","
FMC,"""",FMC,"""",",","""FMC"","
F,"""",F,"""",",","""F"","
FTNT,"""",FTNT,"""",",","""FTNT"","
FTV,"""",FTV,"""",",","""FTV"","
FBHS,"""",FBHS,"""",",","""FBHS"","
FOXA,"""",FOXA,"""",",","""FOXA"","
FOX,"""",FOX,"""",",","""FOX"","
BEN,"""",BEN,"""",",","""BEN"","
FCX,"""",FCX,"""",",","""FCX"","
GPS,"""",GPS,"""",",","""GPS"","
GRMN,"""",GRMN,"""",",","""GRMN"","
IT,"""",IT,"""",",","""IT"","
GNRC,"""",GNRC,"""",",","""GNRC"","
GD,"""",GD,"""",",","""GD"","
GE,"""",GE,"""",",","""GE"","
GIS,"""",GIS,"""",",","""GIS"","
GM,"""",GM,"""",",","""GM"","
GPC,"""",GPC,"""",",","""GPC"","
GILD,"""",GILD,"""",",","""GILD"","
GPN,"""",GPN,"""",",","""GPN"","
GL,"""",GL,"""",",","""GL"","
GS,"""",GS,"""",",","""GS"","
HAL,"""",HAL,"""",",","""HAL"","
HBI,"""",HBI,"""",",","""HBI"","
HAS,"""",HAS,"""",",","""HAS"","
HCA,"""",HCA,"""",",","""HCA"","
PEAK,"""",PEAK,"""",",","""PEAK"","
HSIC,"""",HSIC,"""",",","""HSIC"","
HES,"""",HES,"""",",","""HES"","
HPE,"""",HPE,"""",",","""HPE"","
HLT,"""",HLT,"""",",","""HLT"","
HOLX,"""",HOLX,"""",",","""HOLX"","
HD,"""",HD,"""",",","""HD"","
HON,"""",HON,"""",",","""HON"","
HRL,"""",HRL,"""",",","""HRL"","
HST,"""",HST,"""",",","""HST"","
HWM,"""",HWM,"""",",","""HWM"","
HPQ,"""",HPQ,"""",",","""HPQ"","
HUM,"""",HUM,"""",",","""HUM"","
HBAN,"""",HBAN,"""",",","""HBAN"","
HII,"""",HII,"""",",","""HII"","
IBM,"""",IBM,"""",",","""IBM"","
IEX,"""",IEX,"""",",","""IEX"","
IDXX,"""",IDXX,"""",",","""IDXX"","
INFO,"""",INFO,"""",",","""INFO"","
ITW,"""",ITW,"""",",","""ITW"","
ILMN,"""",ILMN,"""",",","""ILMN"","
INCY,"""",INCY,"""",",","""INCY"","
IR,"""",IR,"""",",","""IR"","
INTC,"""",INTC,"""",",","""INTC"","
ICE,"""",ICE,"""",",","""ICE"","
IFF,"""",IFF,"""",",","""IFF"","
IP,"""",IP,"""",",","""IP"","
IPG,"""",IPG,"""",",","""IPG"","
INTU,"""",INTU,"""",",","""INTU"","
ISRG,"""",ISRG,"""",",","""ISRG"","
IVZ,"""",IVZ,"""",",","""IVZ"","
IPGP,"""",IPGP,"""",",","""IPGP"","
IQV,"""",IQV,"""",",","""IQV"","
IRM,"""",IRM,"""",",","""IRM"","
JBHT,"""",JBHT,"""",",","""JBHT"","
JKHY,"""",JKHY,"""",",","""JKHY"","
J,"""",J,"""",",","""J"","
SJM,"""",SJM,"""",",","""SJM"","
JNJ,"""",JNJ,"""",",","""JNJ"","
JCI,"""",JCI,"""",",","""JCI"","
JPM,"""",JPM,"""",",","""JPM"","
JNPR,"""",JNPR,"""",",","""JNPR"","
KSU,"""",KSU,"""",",","""KSU"","
K,"""",K,"""",",","""K"","
KEY,"""",KEY,"""",",","""KEY"","
KEYS,"""",KEYS,"""",",","""KEYS"","
KMB,"""",KMB,"""",",","""KMB"","
KIM,"""",KIM,"""",",","""KIM"","
KMI,"""",KMI,"""",",","""KMI"","
KLAC,"""",KLAC,"""",",","""KLAC"","
KHC,"""",KHC,"""",",","""KHC"","
KR,"""",KR,"""",",","""KR"","
LHX,"""",LHX,"""",",","""LHX"","
LH,"""",LH,"""",",","""LH"","
LRCX,"""",LRCX,"""",",","""LRCX"","
LW,"""",LW,"""",",","""LW"","
LVS,"""",LVS,"""",",","""LVS"","
LEG,"""",LEG,"""",",","""LEG"","
LDOS,"""",LDOS,"""",",","""LDOS"","
LEN,"""",LEN,"""",",","""LEN"","
LNC,"""",LNC,"""",",","""LNC"","
LIN,"""",LIN,"""",",","""LIN"","
LYV,"""",LYV,"""",",","""LYV"","
LKQ,"""",LKQ,"""",",","""LKQ"","
LMT,"""",LMT,"""",",","""LMT"","
L,"""",L,"""",",","""L"","
LOW,"""",LOW,"""",",","""LOW"","
LUMN,"""",LUMN,"""",",","""LUMN"","
LYB,"""",LYB,"""",",","""LYB"","
MTB,"""",MTB,"""",",","""MTB"","
MRO,"""",MRO,"""",",","""MRO"","
MPC,"""",MPC,"""",",","""MPC"","
MKTX,"""",MKTX,"""",",","""MKTX"","
MAR,"""",MAR,"""",",","""MAR"","
MMC,"""",MMC,"""",",","""MMC"","
MLM,"""",MLM,"""",",","""MLM"","
MAS,"""",MAS,"""",",","""MAS"","
MA,"""",MA,"""",",","""MA"","
MXIM,"""",MXIM,"""",",","""MXIM"","
MKC,"""",MKC,"""",",","""MKC"","
MCD,"""",MCD,"""",",","""MCD"","
MCK,"""",MCK,"""",",","""MCK"","
MDT,"""",MDT,"""",",","""MDT"","
MRK,"""",MRK,"""",",","""MRK"","
MET,"""",MET,"""",",","""MET"","
MTD,"""",MTD,"""",",","""MTD"","
MGM,"""",MGM,"""",",","""MGM"","
MCHP,"""",MCHP,"""",",","""MCHP"","
MU,"""",MU,"""",",","""MU"","
MSFT,"""",MSFT,"""",",","""MSFT"","
MAA,"""",MAA,"""",",","""MAA"","
MRNA,"""",MRNA,"""",",","""MRNA"","
MHK,"""",MHK,"""",",","""MHK"","
TAP,"""",TAP,"""",",","""TAP"","
MDLZ,"""",MDLZ,"""",",","""MDLZ"","
MPWR,"""",MPWR,"""",",","""MPWR"","
MNST,"""",MNST,"""",",","""MNST"","
MCO,"""",MCO,"""",",","""MCO"","
MS,"""",MS,"""",",","""MS"","
MSI,"""",MSI,"""",",","""MSI"","
MSCI,"""",MSCI,"""",",","""MSCI"","
NDAQ,"""",NDAQ,"""",",","""NDAQ"","
NTAP,"""",NTAP,"""",",","""NTAP"","
NFLX,"""",NFLX,"""",",","""NFLX"","
NWL,"""",NWL,"""",",","""NWL"","
NEM,"""",NEM,"""",",","""NEM"","
NWSA,"""",NWSA,"""",",","""NWSA"","
NWS,"""",NWS,"""",",","""NWS"","
NEE,"""",NEE,"""",",","""NEE"","
NLSN,"""",NLSN,"""",",","""NLSN"","
NKE,"""",NKE,"""",",","""NKE"","
NI,"""",NI,"""",",","""NI"","
NSC,"""",NSC,"""",",","""NSC"","
NTRS,"""",NTRS,"""",",","""NTRS"","
NOC,"""",NOC,"""",",","""NOC"","
NLOK,"""",NLOK,"""",",","""NLOK"","
NCLH,"""",NCLH,"""",",","""NCLH"","
NOV,"""",NOV,"""",",","""NOV"","
NRG,"""",NRG,"""",",","""NRG"","
NUE,"""",NUE,"""",",","""NUE"","
NVDA,"""",NVDA,"""",",","""NVDA"","
NVR,"""",NVR,"""",",","""NVR"","
NXPI,"""",NXPI,"""",",","""NXPI"","
ORLY,"""",ORLY,"""",",","""ORLY"","
OXY,"""",OXY,"""",",","""OXY"","
ODFL,"""",ODFL,"""",",","""ODFL"","
OMC,"""",OMC,"""",",","""OMC"","
OKE,"""",OKE,"""",",","""OKE"","
ORCL,"""",ORCL,"""",",","""ORCL"","
OGN,"""",OGN,"""",",","""OGN"","
OTIS,"""",OTIS,"""",",","""OTIS"","
PCAR,"""",PCAR,"""",",","""PCAR"","
PKG,"""",PKG,"""",",","""PKG"","
PH,"""",PH,"""",",","""PH"","
PAYX,"""",PAYX,"""",",","""PAYX"","
PAYC,"""",PAYC,"""",",","""PAYC"","
PYPL,"""",PYPL,"""",",","""PYPL"","
PENN,"""",PENN,"""",",","""PENN"","
PNR,"""",PNR,"""",",","""PNR"","
PBCT,"""",PBCT,"""",",","""PBCT"","
PEP,"""",PEP,"""",",","""PEP"","
PKI,"""",PKI,"""",",","""PKI"","
PRGO,"""",PRGO,"""",",","""PRGO"","
PFE,"""",PFE,"""",",","""PFE"","
PM,"""",PM,"""",",","""PM"","
PSX,"""",PSX,"""",",","""PSX"","
PNW,"""",PNW,"""",",","""PNW"","
PXD,"""",PXD,"""",",","""PXD"","
PNC,"""",PNC,"""",",","""PNC"","
POOL,"""",POOL,"""",",","""POOL"","
PPG,"""",PPG,"""",",","""PPG"","
PPL,"""",PPL,"""",",","""PPL"","
PFG,"""",PFG,"""",",","""PFG"","
PG,"""",PG,"""",",","""PG"","
PGR,"""",PGR,"""",",","""PGR"","
PLD,"""",PLD,"""",",","""PLD"","
PRU,"""",PRU,"""",",","""PRU"","
PTC,"""",PTC,"""",",","""PTC"","
PEG,"""",PEG,"""",",","""PEG"","
PSA,"""",PSA,"""",",","""PSA"","
PHM,"""",PHM,"""",",","""PHM"","
PVH,"""",PVH,"""",",","""PVH"","
QRVO,"""",QRVO,"""",",","""QRVO"","
QCOM,"""",QCOM,"""",",","""QCOM"","
PWR,"""",PWR,"""",",","""PWR"","
DGX,"""",DGX,"""",",","""DGX"","
RL,"""",RL,"""",",","""RL"","
RJF,"""",RJF,"""",",","""RJF"","
RTX,"""",RTX,"""",",","""RTX"","
O,"""",O,"""",",","""O"","
REG,"""",REG,"""",",","""REG"","
REGN,"""",REGN,"""",",","""REGN"","
RF,"""",RF,"""",",","""RF"","
RSG,"""",RSG,"""",",","""RSG"","
RMD,"""",RMD,"""",",","""RMD"","
RHI,"""",RHI,"""",",","""RHI"","
ROK,"""",ROK,"""",",","""ROK"","
ROL,"""",ROL,"""",",","""ROL"","
ROP,"""",ROP,"""",",","""ROP"","
ROST,"""",ROST,"""",",","""ROST"","
RCL,"""",RCL,"""",",","""RCL"","
SPGI,"""",SPGI,"""",",","""SPGI"","
CRM,"""",CRM,"""",",","""CRM"","
SBAC,"""",SBAC,"""",",","""SBAC"","
SLB,"""",SLB,"""",",","""SLB"","
STX,"""",STX,"""",",","""STX"","
SEE,"""",SEE,"""",",","""SEE"","
SRE,"""",SRE,"""",",","""SRE"","
NOW,"""",NOW,"""",",","""NOW"","
SHW,"""",SHW,"""",",","""SHW"","
SPG,"""",SPG,"""",",","""SPG"","
SWKS,"""",SWKS,"""",",","""SWKS"","
SNA,"""",SNA,"""",",","""SNA"","
SO,"""",SO,"""",",","""SO"","
LUV,"""",LUV,"""",",","""LUV"","
SWK,"""",SWK,"""",",","""SWK"","
SBUX,"""",SBUX,"""",",","""SBUX"","
STT,"""",STT,"""",",","""STT"","
STE,"""",STE,"""",",","""STE"","
SYK,"""",SYK,"""",",","""SYK"","
SIVB,"""",SIVB,"""",",","""SIVB"","
SYF,"""",SYF,"""",",","""SYF"","
SNPS,"""",SNPS,"""",",","""SNPS"","
SYY,"""",SYY,"""",",","""SYY"","
TMUS,"""",TMUS,"""",",","""TMUS"","
TROW,"""",TROW,"""",",","""TROW"","
TTWO,"""",TTWO,"""",",","""TTWO"","
TPR,"""",TPR,"""",",","""TPR"","
TGT,"""",TGT,"""",",","""TGT"","
TEL,"""",TEL,"""",",","""TEL"","
TDY,"""",TDY,"""",",","""TDY"","
TFX,"""",TFX,"""",",","""TFX"","
TER,"""",TER,"""",",","""TER"","
TSLA,"""",TSLA,"""",",","""TSLA"","
TXN,"""",TXN,"""",",","""TXN"","
TXT,"""",TXT,"""",",","""TXT"","
COO,"""",COO,"""",",","""COO"","
HIG,"""",HIG,"""",",","""HIG"","
HSY,"""",HSY,"""",",","""HSY"","
MOS,"""",MOS,"""",",","""MOS"","
TRV,"""",TRV,"""",",","""TRV"","
DIS,"""",DIS,"""",",","""DIS"","
TMO,"""",TMO,"""",",","""TMO"","
TJX,"""",TJX,"""",",","""TJX"","
TSCO,"""",TSCO,"""",",","""TSCO"","
TT,"""",TT,"""",",","""TT"","
TDG,"""",TDG,"""",",","""TDG"","
TRMB,"""",TRMB,"""",",","""TRMB"","
TFC,"""",TFC,"""",",","""TFC"","
TWTR,"""",TWTR,"""",",","""TWTR"","
TYL,"""",TYL,"""",",","""TYL"","
TSN,"""",TSN,"""",",","""TSN"","
USB,"""",USB,"""",",","""USB"","
UDR,"""",UDR,"""",",","""UDR"","
ULTA,"""",ULTA,"""",",","""ULTA"","
UAA,"""",UAA,"""",",","""UAA"","
UA,"""",UA,"""",",","""UA"","
UNP,"""",UNP,"""",",","""UNP"","
UAL,"""",UAL,"""",",","""UAL"","
UPS,"""",UPS,"""",",","""UPS"","
URI,"""",URI,"""",",","""URI"","
UNH,"""",UNH,"""",",","""UNH"","
UHS,"""",UHS,"""",",","""UHS"","
UNM,"""",UNM,"""",",","""UNM"","
VLO,"""",VLO,"""",",","""VLO"","
VTR,"""",VTR,"""",",","""VTR"","
VRSN,"""",VRSN,"""",",","""VRSN"","
VRSK,"""",VRSK,"""",",","""VRSK"","
VZ,"""",VZ,"""",",","""VZ"","
VRTX,"""",VRTX,"""",",","""VRTX"","
VFC,"""",VFC,"""",",","""VFC"","
VIAC,"""",VIAC,"""",",","""VIAC"","
VTRS,"""",VTRS,"""",",","""VTRS"","
V,"""",V,"""",",","""V"","
VNO,"""",VNO,"""",",","""VNO"","
VMC,"""",VMC,"""",",","""VMC"","
WRB,"""",WRB,"""",",","""WRB"","
GWW,"""",GWW,"""",",","""GWW"","
WAB,"""",WAB,"""",",","""WAB"","
WBA,"""",WBA,"""",",","""WBA"","
WMT,"""",WMT,"""",",","""WMT"","
WM,"""",WM,"""",",","""WM"","
WAT,"""",WAT,"""",",","""WAT"","
WEC,"""",WEC,"""",",","""WEC"","
WFC,"""",WFC,"""",",","""WFC"","
WELL,"""",WELL,"""",",","""WELL"","
WST,"""",WST,"""",",","""WST"","
WDC,"""",WDC,"""",",","""WDC"","
WU,"""",WU,"""",",","""WU"","
WRK,"""",WRK,"""",",","""WRK"","
WY,"""",WY,"""",",","""WY"","
WHR,"""",WHR,"""",",","""WHR"","
WMB,"""",WMB,"""",",","""WMB"","
WLTW,"""",WLTW,"""",",","""WLTW"","
WYNN,"""",WYNN,"""",",","""WYNN"","
XEL,"""",XEL,"""",",","""XEL"","
XLNX,"""",XLNX,"""",",","""XLNX"","
XYL,"""",XYL,"""",",","""XYL"","
YUM,"""",YUM,"""",",","""YUM"","
ZBRA,"""",ZBRA,"""",",","""ZBRA"","
ZBH,"""",ZBH,"""",",","""ZBH"","
ZION,"""",ZION,"""",",","""ZION"","
ZTS,"""",ZTS,"""",,"""ZTS"""
